37023,BEAUMONT VILLAGE,37460
16271,PUYMOYEN,16400
42021,BOISSET ST PRIEST,42560
52448,ST DIZIER,52100
76249,ETAIMPUIS,76850
89206,JOIGNY,89300
60646,TROISSEREUX,60112
43031,BLASSAC,43380
14291,FRESNEY LE VIEUX,14220
38174,LA FRETTE,38260
53085,CRENNES SUR FRAUBEE,53700
57478,MONTDIDIER,57670
71350,PIERRECLOS,71960
36159,LE POINCONNET,36330
21688,VILLARS FONTAINE,21700
36069,ECUEILLE,36240
11078,CASTELRENG,11300
21664,VERDONNET,21330
30131,GOUDARGUES,30630
45339,VILLEMOUTIERS,45270
32195,LARROQUE ENGALIN,32480
25616,VILLARS ST GEORGES,25410
43084,CUSSAC SUR LOIRE,43370
14287,FRENOUVILLE,14630
02657,ROUGERIES,2140
57092,BLIES EBERSING,57200
42274,ST POLGUES,42260
51262,FRIGNICOURT,51300
76119,BOSC BERENGER,76680
77524,VIMPELLES,77520
57306,HAYANGE,57700
54494,SAULXEROTTE,54115
02012,AMBRIEF,2200
46234,RAMPOUX,46340
59665,WYLDER,59380
10357,ST PARRES AUX TERTRES,10410
77181,FERRIERES EN BRIE,77164
21690,VILLEBERNY,21350
44111,NOTRE DAME DES LANDES,44130
67067,BRUMATH,67170
76070,BELLENCOMBRE,76680
21614,SPOY,21120
22127,LEZARDRIEUX,22740
78053,BEHOUST,78910
51071,BOUCHY ST GENEST,51310
14251,ESSON,14220
51074,BOULT SUR SUIPPE,51110
60656,VARINFROY,60890
51532,SERMIERS,51500
02542,NEUFLIEUX,2300
17373,ST MEDARD D AUNIS,17220
52009,ANDILLY EN BASSIGNY,52360
29262,ST SAUVEUR,29400
86117,JOUHET,86500
22256,QUEMPER GUEZENNEC,22260
67309,MUNDOLSHEIM,67450
41108,LANCOME,41190
33532,TIZAC DE LAPOUYADE,33620
94042,JOINVILLE LE PONT,94340
52352,NINVILLE,52800
01295,PEYZIEUX SUR SAONE,1140
52305,MANDRES LA COTE,52800
91225,ETIOLLES,91450
02711,SERCHES,2220
64558,VILLEFRANQUE,64990
80019,ALLERY,80270
02204,COINGT,2360
77425,ST MARTIN EN BIERE,77630
64512,SAUVELADE,64150
21609,SOIRANS,21110
14249,ESQUAY NOTRE DAME,14210
16374,SOYAUX,16800
11107,COURTAULY,11230
43148,PAULHAGUET,43230
71495,SALORNAY SUR GUYE,71250
49329,SAVENNIERES,49170
57508,NILVANGE,57240
71392,ST BOIL,71390
51442,POSSESSE,51330
59590,THIENNES,59189
40153,LE LEUY,40250
07032,BERZEME,7580
62175,BREVILLERS,62140
59668,ZUYDCOOTE,59123
38536,VERNIOZ,38150
75102,PARIS 02,75002
88142,DOMEVRE SUR AVIERE,88390
27497,ROUGEMONTIERS,27350
97416,ST PIERRE,97410
95424,MONTIGNY LES CORMEILLES,95370
08256,LIRY,8400
80426,HEILLY,80800
73286,SERRIERES EN CHAUTAGNE,73310
33140,CREON,33670
59028,AUBY,59950
56042,COLPO,56390
39092,CHAMBERIA,39270
70360,MONTDORE,70210
30091,CONGENIES,30111
54507,SIONVILLER,54300
52113,CHASSIGNY,52190
02645,REUILLY SAUVIGNY,2850
25472,PUESSANS,25680
41149,MONTOIRE SUR LE LOIR,41800
61388,ST FULGENT DES ORMES,61130
63118,CONDAT EN COMBRAILLE,63380
59012,ANOR,59186
02080,BESNY ET LOIZY,2870
14060,BENOUVILLE,14970
16061,BRIE,16590
04161,MEOLANS REVEL,4340
16091,CHATIGNAC,16480
56243,SENE,56860
04226,UVERNET FOURS,4400
47042,BRUGNAC,47260
71152,CRESSY SUR SOMME,71760
54028,AUBOUE,54580
85145,MONSIREIGNE,85110
19277,VALIERGUES,19200
02015,ANCIENVILLE,2600
11267,ORNAISONS,11200
47138,LAROQUE TIMBAUT,47340
51611,VERT TOULON,51130
31101,CAMBERNARD,31470
08016,AOUSTE,8290
02162,LA CHAPELLE SUR CHEZY,2570
09300,SOULA,9000
34260,ST GERVAIS SUR MARE,34610
36216,SELLES SUR NAHON,36180
69204,ST GENIS LAVAL,69230
15265,YDES,15210
98748,TAIARAPU OUEST,98724
23059,LA CHAUSSADE,23200
25090,BRERES,25440
25332,LAVERNAY,25170
14469,NORREY EN AUGE,14620
65194,GENEREST,65150
45021,BARVILLE EN GATINAIS,45340
09024,ASTON,9310
30111,FOISSAC,30700
42151,MORNAND EN FOREZ,42600
51470,ROUVROY RIPONT,51800
21510,PRUSLY SUR OURCE,21400
98748,TAIARAPU OUEST,98723
37272,VILLANDRY,37510
77286,MEIGNEUX,77520
64312,LANNEPLAA,64300
38082,CHARAVINES,38850
98802,BOULOUPARI,98812
61323,LE PAS ST L HOMER,61290
32356,ST ANDRE,32200
95446,NESLES LA VALLEE,95690
76447,MONTIVILLIERS,76290
80396,GUESCHART,80150
48092,MARVEJOLS,48100
24553,TOCANE ST APRE,24350
19280,VEGENNES,19120
63190,LARODDE,63690
40169,MAILLAS,40120
17448,TONNAY BOUTONNE,17380
59329,LAMBRES LEZ DOUAI,59552
06084,MOUANS SARTOUX,6370
08401,SAULCES CHAMPENOISES,8130
95039,AUVERS SUR OISE,95430
46232,LE VIGNON EN QUERCY,46600
27340,HONGUEMARE GUENOUVILLE,27310
01334,ST ANDRE D HUIRIAT,1290
08444,TETAIGNE,8110
46137,LABASTIDE MARNHAC,46090
67245,KNOERSHEIM,67310
02745,TOULIS ET ATTENCOURT,2250
15094,LAROQUEBROU,15150
72089,CONLIE,72240
09236,PRAYOLS,9000
11064,CAMPLONG D AUDE,11200
47129,LAGARRIGUE,47190
37269,VERNEUIL SUR INDRE,37600
57051,BARONVILLE,57340
57341,HUNTING,57480
95295,GUIRY EN VEXIN,95450
77008,ARMENTIERES EN BRIE,77440
52033,AVRECOURT,52140
17049,BLANZAY SUR BOUTONNE,17470
77446,SAVINS,77650
50597,TIREPIED SUR SEE,50870
32214,LOUBEDAT,32110
49341,SOUZAY CHAMPIGNY,49400
69086,FLEURIEUX SUR L ARBRESLE,69210
80142,BRIQUEMESNIL FLOXICOURT,80540
38212,LIVET ET GAVET,38220
98754,TUMARAA,98735
76014,ANGERVILLE L ORCHER,76280
78034,AUTEUIL,78770
25007,ADAM LES VERCEL,25530
24260,MAUZAC ET GRAND CASTANG,24150
83094,LE PLAN DE LA TOUR,83120
23205,ST JUNIEN LA BREGERE,23400
30200,POMPIGNAN,30170
39281,LE LATET,39300
98748,TAIARAPU OUEST,98725
28045,BOISSY EN DROUAIS,28500
83136,LE THORONET,83340
73147,LOISIEUX,73170
59008,ANICHE,59580
45040,BONNY SUR LOIRE,45420
58192,NEUVILLE LES DECIZE,58300
44127,LA PLANCHE,44140
74257,SALLENOVES,74270
40254,ST CRICQ DU GAVE,40300
38037,BELLEGARDE POUSSIEU,38270
63411,SAUVAGNAT STE MARTHE,63500
82150,REYNIES,82370
55546,VERNEUIL GRAND,55600
55260,JULVECOURT,55120
46170,LEYME,46120
2B112,FELICETO,20225
31553,THIL,31530
59018,ARNEKE,59285
72094,COUDRECIEUX,72440
82103,MARIGNAC,82500
76671,SEPT MEULES,76260
72137,VILLENEUVE EN PERSEIGNE,72600
59276,GUESNAIN,59287
68250,ORSCHWIHR,68500
22244,PLUSSULIEN,22320
80445,HUMBERCOURT,80600
02464,MARGIVAL,2880
14589,ST GERMAIN LE VASSON,14190
72211,MONT ST JEAN,72140
80525,MEIGNEUX,80290
01043,BEYNOST,1700
22062,GOMENE,22230
77289,MELZ SUR SEINE,77171
89159,ETAULE,89200
14126,CAMBREMER,14340
33195,GRIGNOLS,33690
36082,GEHEE,36240
17013,ANTEZANT LA CHAPELLE,17400
51527,SAVIGNY SUR ARDRES,51170
28075,LA CHAPELLE DU NOYER,28200
68105,GILDWILLER,68210
60534,RETHONDES,60153
45092,CHEVILLON SUR HUILLARD,45700
08097,CHALLERANGE,8400
53048,CHAILLAND,53420
07106,ISSARLES,7470
82053,ESCAZEAUX,82500
02561,NOUVION LE VINEUX,2860
31464,SABONNERES,31370
36124,MIGNE,36800
70265,GERMIGNEY,70100
64202,DOMEZAIN BERRAUTE,64120
33064,BOSSUGAN,33350
22116,LANRODEC,22170
71578,CLUX VILLENEUVE,71270
76005,AMFREVILLE LA MI VOIE,76920
41236,SASNIERES,41310
71471,ST PRIVE,71390
44130,PONT ST MARTIN,44860
24163,ETOUARS,24360
21476,PAINBLANC,21360
59506,ROMERIES,59730
77112,CHEVRAINVILLIERS,77760
12192,MOUNES PROHENCOUX,12370
57528,ORON,57590
66126,OMS,66400
54381,MONTREUX,54450
14764,PONT D OUILLY,14690
66037,CANET EN ROUSSILLON,66140
53122,JUBLAINS,53160
33025,BAIGNEAUX,33760
32304,PANASSAC,32140
62443,HERSIN COUPIGNY,62530
74272,SILLINGY,74330
84063,LAMOTTE DU RHONE,84840
28333,ST DENIS DES PUITS,28240
14431,MEZIDON VALLEE D AUGE,14340
27018,APPEVILLE ANNEBAULT,27290
28306,PRE ST MARTIN,28800
71349,LA PETITE VERRIERE,71400
55256,JONVILLE EN WOEVRE,55160
08430,STONNE,8390
86095,DISSAY,86130
10386,TROUANS,10700
41157,MUR DE SOLOGNE,41230
78281,GOUSSONVILLE,78930
04042,CASTELLET LES SAUSSES,4320
79316,SOUDAN,79800
02242,CROUTTES SUR MARNE,2310
70347,MIGNAVILLERS,70400
68078,EGUISHEIM,68420
45197,MARIGNY LES USAGES,45760
59501,RIEULAY,59870
25608,LE VERNOY,25750
41232,SALBRIS,41300
21422,MOLPHEY,21210
60052,BEAUGIES SOUS BOIS,60640
32271,MONGUILHEM,32240
76200,CRITOT,76680
60599,ST THIBAULT,60210
38071,CHAMP SUR DRAC,38560
85176,PISSOTTE,85200
80521,MAUREPAS,80360
80766,TOUTENCOURT,80560
62595,MOULLE,62910
65115,CABANAC,65350
04123,MISON,4200
97307,MATOURY,97351
31545,SEPX,31360
49228,NOYANT VILLAGES,49390
61129,COURGEON,61400
65250,LALANNE TRIE,65220
52517,VESAIGNES SOUS LAFAUCHE,52700
21364,MAGNY LAMBERT,21450
88130,DESTORD,88600
31454,RIEUMES,31370
75101,PARIS 01,75001
42126,LURIECQ,42380
59563,SEMOUSIES,59440
49347,TIERCE,49125
77141,COUTEVROULT,77580
67240,KIRCHHEIM,67520
67268,LIPSHEIM,67640
76028,AUBEGUIMONT,76390
41114,LESTIOU,41500
85234,ST JEAN DE MONTS,85160
60507,PONTOISE LES NOYON,60400
81020,AUSSAC,81600
07140,LEMPS,7610
23172,LA SERRE BUSSIERE VIEILLE,23190
31045,BARBAZAN,31510
09120,FABAS,9230
52426,RIZAUCOURT BUCHEY,52330
71048,BOURG LE COMTE,71110
86270,THOLLET,86290
2A060,CANNELLE,20151
45062,CERCOTTES,45520
63016,AUGEROLLES,63930
52486,TERNAT,52210
61462,SARCEAUX,61200
51008,AMBRIERES,51290
32413,SARCOS,32420
76588,ST HELLIER,76680
74210,PERRIGNIER,74550
71517,SERMESSE,71350
60228,FAY LES ETANGS,60240
11244,MONTFORT SUR BOULZANE,11140
63235,MONTCEL,63460
58236,STE COLOMBE DES BOIS,58220
25514,ST ANTOINE,25370
35304,ST OUEN DES ALLEUX,35140
71459,ST MARTIN SOUS MONTAIGU,71640
76673,SERVAVILLE SALMONVILLE,76116
27399,MERCEY,27950
14630,ST MARTIN DES ENTREES,14400
83050,DRAGUIGNAN,83300
26024,BARCELONNE,26120
76008,ANCOURT,76370
95610,THEMERICOURT,95450
29293,TREGUNC,29910
86142,MAILLE,86190
32323,PONSAMPERE,32300
31276,LARROQUE,31580
63085,CHAPDES BEAUFORT,63230
16280,RIVIERES,16110
76475,FRANQUEVILLE ST PIERRE,76520
52197,FAYL BILLOT,52500
52376,PANSEY,52230
57588,RODEMACK,57570
56124,MALESTROIT,56140
10362,STE SAVINE,10300
05087,MONTMAUR,5400
02354,GRANDRIEUX,2360
80648,PYS,80300
63148,ENNEZAT,63720
67446,SCHILLERSDORF,67340
25072,BONNAL,25680
18244,SAUGY,18290
57272,GUERMANGE,57260
69071,CURIS AU MONT D OR,69250
69010,L ARBRESLE,69210
65041,ASQUE,65130
2B291,STAZZONA,20229
21716,VOUGEOT,21640
37095,DAME MARIE LES BOIS,37110
56021,BRANDERION,56700
35251,ST AUBIN D AUBIGNE,35250
67527,WESTHOUSE MARMOUTIER,67440
80765,TOURS EN VIMEU,80210
38362,ST AUPRE,38960
07308,SARRAS,7370
02736,TARTIERS,2290
32467,ST CAPRAIS,32200
68365,WETTOLSHEIM,68920
62523,LOISON SOUS LENS,62218
65298,MARQUERIE,65350
88488,VALFROICOURT,88270
25557,TALLENAY,25870
26130,EYROLES,26110
39520,SOUVANS,39380
14348,JUVIGNY SUR SEULLES,14250
46018,LE BASTIT,46500
46060,CARNAC ROUFFIAC,46140
51301,ISSE,51150
76294,LA GAILLARDE,76740
21379,MARCHESEUIL,21430
65123,CAMPAN,65710
62242,COUIN,62760
54274,JARVILLE LA MALGRANGE,54140
03152,LOUROUX DE BOUBLE,3330
03080,COGNAT LYONNE,3110
72137,VILLENEUVE EN PERSEIGNE,72610
42119,LEIGNEUX,42130
42161,NOTRE DAME DE BOISSET,42120
38523,VARACIEUX,38470
80746,TALMAS,80260
01171,GEOVREISSET,1100
32396,ST MEZARD,32700
31462,ROUFFIAC TOLOSAN,31180
88367,RAMBERVILLERS,88700
81100,GARREVAQUES,81700
29217,PONT AVEN,29930
25346,LONGEVILLE,25330
94033,FONTENAY SOUS BOIS,94120
78192,DAMMARTIN EN SERVE,78111
05021,LE BERSAC,5700
77210,LA GRANDE PAROISSE,77130
21489,POISEUL LA GRANGE,21440
86005,ANGLIERS,86330
64141,BOUEILH BOUEILHO LASQUE,64330
29085,ILE TUDY,29980
86068,CHAUNAY,86510
52473,SIGNEVILLE,52700
25529,SANCEY,25430
04070,DIGNE LES BAINS,4000
2B150,LUMIO,20260
64299,LACOMMANDE,64360
89452,VILLECIEN,89300
06107,LA ROQUE EN PROVENCE,6910
52487,THILLEUX,52220
54246,HALLOVILLE,54450
43220,ST PREJET D ALLIER,43580
04205,SEYNE,4140
54529,TRAMONT EMY,54115
87123,REMPNAT,87120
88054,BERTRIMOUTIER,88520
54536,TUCQUEGNIEUX,54640
67432,SALMBACH,67160
28425,YMERAY,28320
09322,USTOU,9140
30119,FRESSAC,30170
70323,MAILLERONCOURT ST PANCRAS,70210
52008,ANDELOT BLANCHEVILLE,52700
24188,FOSSEMAGNE,24210
66030,CALCE,66600
86039,BRUX,86510
62874,WANQUETIN,62123
49183,VAL D ERDRE AUXENCE,49370
87162,STE MARIE DE VAUX,87420
56067,GRAND CHAMP,56390
07260,ST LAGER BRESSAC,7210
03101,DOMERAT,3410
86038,BRION,86160
87202,VEYRAC,87520
22182,PLELO,22170
33078,CABARA,33420
59239,FLINES LEZ RACHES,59148
51216,DONTRIEN,51490
59183,DUNKERQUE,59640
48020,BASSURELS,48400
25151,CHEVIGNEY LES VERCEL,25530
47316,VARES,47400
60592,ST PIERRE ES CHAMPS,60850
03286,TOULON SUR ALLIER,3400
01367,ST JULIEN SUR REYSSOUZE,1560
17483,YVES,17340
78623,LE TREMBLAY SUR MAULDRE,78490
11179,LABASTIDE EN VAL,11220
64234,GAROS,64410
18039,BUE,18300
52504,VARENNES SUR AMANCE,52400
55444,ROUVROIS SUR MEUSE,55300
76038,AUTHIEUX RATIEVILLE,76690
50234,LA HAYE BELLEFOND,50410
37049,CHAMBOURG SUR INDRE,37310
78076,BOISSETS,78910
80347,FRANSART,80700
67302,MONSWILLER,67700
33277,MASSUGAS,33790
36102,LUCAY LE LIBRE,36150
02548,LA NEUVILLE LES DORENGT,2450
34312,LA TOUR SUR ORB,34260
60171,COURTIEUX,60350
54329,LUNEVILLE,54300
21611,SOMBERNON,21540
28255,MOINVILLE LA JEULIN,28700
07307,SANILHAC,7110
50419,QUETTREVILLE SUR SIENNE,50210
59136,LE CATEAU CAMBRESIS,59360
04152,PIERREVERT,4860
19178,SADROC,19270
22128,LOCARN,22340
29032,CLOHARS FOUESNANT,29950
05118,VAL BUECH MEOUGE,5300
48151,ST FREZAL D ALBUGES,48170
10133,EAUX PUISEAUX,10130
88438,LA SALLE,88470
03015,BAGNEUX,3460
13072,PEYNIER,13790
16215,MEDILLAC,16210
21298,GISSEY LE VIEIL,21350
71480,ST SERNIN DU PLAIN,71510
57717,VILLER,57340
76754,YPORT,76111
76537,RONCHOIS,76390
25091,LES BRESEUX,25120
39353,MONTFLEUR,39320
58253,STE MARIE,58330
02547,LA NEUVILLE HOUSSET,2250
57233,FRAQUELFING,57790
47156,MARCELLUS,47200
37028,BOSSAY SUR CLAISE,37290
76750,YAINVILLE,76480
33158,LES ESSEINTES,33190
15267,YTRAC,15000
50156,CROSVILLE SUR DOUVE,50360
03054,CHAPEAU,3340
07209,ST ANDEOL DE FOURCHADES,7160
88389,REPEL,88500
52013,ANROSEY,52500
97416,ST PIERRE,97432
79338,VANZAY,79120
21084,SOURCE SEINE,21690
81282,SENAUX,81530
11360,ST NAZAIRE D AUDE,11120
69292,SATHONAY CAMP,69580
58222,RIX,58500
59381,MARESCHES,59990
67185,HATTMATT,67330
73053,BOURGNEUF,73390
27146,LA CHAPELLE BAYVEL,27260
89332,ST AGNAN,89340
47077,CUZORN,47500
33352,LA REOLE,33190
66165,RODES,66320
33521,TALAIS,33590
12108,GALGAN,12220
42235,ST HILAIRE CUSSON LA VALMITTE,42380
04013,AUBIGNOSC,4200
71483,ST SYMPHORIEN DES BOIS,71800
28116,COURVILLE SUR EURE,28190
71543,TOURNUS,71700
68049,BOUXWILLER,68480
43215,ST PAUL DE TARTAS,43420
17303,LA RONDE,17170
61393,ST GERMAIN DE CLAIREFEUILLE,61240
32308,PEBEES,32130
85099,LE GIROUARD,85150
08030,AUGE,8380
38004,L ALBENC,38470
65359,PEYRIGUERE,65350
04051,CHATEAUNEUF MIRAVAIL,4200
21282,FORLEANS,21460
25226,ETRAPPE,25250
12168,NANT,12230
43090,ESPLANTAS VAZEILLES,43580
58157,MARIGNY L EGLISE,58140
09138,L HERM,9000
63224,MENETROL,63200
86273,LA TRIMOUILLE,86290
80665,REGNIERE ECLUSE,80120
17339,ST GERMAIN DE LUSIGNAN,17500
53096,ERNEE,53500
57370,KOENIGSMACKER,57970
50082,BRICQUEBEC EN COTENTIN,50260
80795,VILLE LE MARCLET,80420
31470,ST AVENTIN,31110
50365,MUNEVILLE SUR MER,50290
31447,RAZECUEILLE,31160
71339,OZOLLES,71120
62748,ST FOLQUIN,62370
87067,FOLLES,87250
48021,LA BASTIDE PUYLAURENT,48250
59129,CAPPELLE EN PEVELE,59242
80569,MORCOURT,80340
16254,PALLUAUD,16390
38296,LE PASSAGE,38490
47010,ANTAGNAC,47700
14398,MANERBE,14340
19018,BASSIGNAC LE HAUT,19220
68246,OBERSAASHEIM,68600
95331,LASSY,95270
71447,ST MARD DE VAUX,71640
07183,PRADONS,7120
02168,CHATEAU THIERRY,2400
11293,POMAS,11250
95061,BETHEMONT LA FORET,95840
57487,MOULINS LES METZ,57160
44099,MOISDON LA RIVIERE,44520
62468,HUMIERES,62130
23197,ST GEORGES LA POUGE,23250
58296,TRESNAY,58240
79083,CHEF BOUTONNE,79110
02131,BUCY LE LONG,2880
74145,JUVIGNY,74100
38204,LALLEY,38930
54130,CLAYEURES,54290
49056,CARBAY,49420
50227,LE HAM,50310
23212,ST MARC A LOUBAUD,23460
09224,PAILHES,9130
80150,BUIRE COURCELLES,80200
07283,ST PIERRE LA ROCHE,7400
90013,BETHONVILLIERS,90150
77306,MONTEREAU SUR LE JARD,77950
59070,BERMERIES,59570
10060,BREVIANDES,10450
74197,NANGY,74380
25542,SERRE LES SAPINS,25770
42249,ST JUST LA PENDUE,42540
15201,ST MARTIN SOUS VIGOUROUX,15230
65076,BAZUS NESTE,65250
69022,BIBOST,69690
15038,CHAMPS SUR TARENTAINE MARCHAL,15270
50215,GOUVILLE SUR MER,50560
54189,FAVIERES,54115
55144,DAMMARIE SUR SAULX,55500
21149,CHARREY SUR SEINE,21400
81110,JOUQUEVIEL,81190
36179,ST AOUSTRILLE,36100
45296,ST PERAVY LA COLOMBE,45310
76663,SASSETOT LE MAUCONDUIT,76540
98718,FATU HIVA,98740
33157,ESPIET,33420
64058,ARTHEZ D ASSON,64800
57719,VILLERS SUR NIED,57340
50207,GOLLEVILLE,50390
07189,RIBES,7260
21212,CREPAND,21500
35117,GAEL,35290
79030,BEAUSSAIS VITRE,79370
19114,LIGNAREIX,19200
30035,BELVEZET,30580
54073,BICQUELEY,54200
37175,NOUZILLY,37380
25216,ECURCEY,25150
27254,FONTAINE SOUS JOUY,27120
10230,MERGEY,10600
57471,MOMERSTROFF,57220
63283,PONTAUMUR,63380
37100,EPEIGNE LES BOIS,37150
16205,MANOT,16500
01151,DRUILLAT,1160
67336,NORDHOUSE,67150
59198,EPPE SAUVAGE,59132
19202,STE FEREOLE,19270
22313,ST MARTIN DES PRES,22320
33018,VAL DE VIRVEE,33240
21340,LANTHES,21250
51318,LAVANNES,51110
51526,SAUDOY,51120
25615,VILLARS LES BLAMONT,25310
19063,COSNAC,19360
62118,BETHONSART,62690
88385,REMONCOURT,88800
27125,CALLEVILLE,27800
70055,BAUDONCOURT,70300
67112,DUTTLENHEIM,67120
81284,LE SEQUESTRE,81990
29099,LAMPAUL PLOUDALMEZEAU,29830
80782,VAUX EN AMIENOIS,80260
07349,LA VOULTE SUR RHONE,7800
10061,BREVONNES,10220
80005,AGENVILLE,80370
76292,FRY,76780
77224,HAUTEFEUILLE,77515
64280,IZESTE,64260
26285,ROUSSET LES VIGNES,26770
29020,BRIEC,29510
84069,MALAUCENE,84340
02458,DHUYS ET MORIN EN BRIE,2330
2B221,PIEDIPARTINO,20229
72131,FERCE SUR SARTHE,72430
31534,SAUSSENS,31460
24240,LIMEUIL,24510
02496,MONNES,2470
56149,NOYAL MUZILLAC,56190
31148,CLERMONT LE FORT,31810
30069,CARNAS,30260
06110,ROUBION,6420
49307,LOIRE AUTHION,49630
81158,LE MASNAU MASSUGUIES,81530
82049,DONZAC,82340
92004,ASNIERES SUR SEINE,92600
47111,GRANGES SUR LOT,47260
67382,QUATZENHEIM,67117
70056,BAULAY,70160
59166,CURGIES,59990
66129,ORTAFFA,66560
37110,FRANCUEIL,37150
46198,MONTBRUN,46160
79134,GLENAY,79330
21390,MARSANNAY LA COTE,21160
43197,ST JEAN DE NAY,43320
79149,LHOUMOIS,79390
72166,LONGNES,72540
78193,DAMPIERRE EN YVELINES,78720
81287,SIEURAC,81120
11292,LA POMAREDE,11400
62880,LE WAST,62142
25553,SOYE,25250
59414,MONTIGNY EN OSTREVENT,59182
23077,FAUX LA MONTAGNE,23340
88403,ROZEROTTE,88500
35105,ERBREE,35500
11197,LAURAGUEL,11300
59232,LA FLAMENGRIE,59570
71062,BRION,71190
30052,BREAU MARS,30120
64092,BANCA,64430
32297,NOILHAN,32130
43026,BELLEVUE LA MONTAGNE,43350
55447,RUPT AUX NONAINS,55170
39241,FREBUANS,39570
12188,PRADES SALARS,12290
31252,LABASTIDE ST SERNIN,31620
61229,LOISAIL,61400
60083,BONNEUIL EN VALOIS,60123
32456,TUDELLE,32190
08283,MAZERNY,8430
2B231,PIGNA,20220
06101,RIGAUD,6260
70069,BETONCOURT ST PANCRAS,70210
07278,ST MICHEL DE CHABRILLANOUX,7360
60106,BREUIL LE SEC,60840
51181,COURCELLES SAPICOURT,51140
38033,BEAULIEU,38470
72379,VIRE EN CHAMPAGNE,72350
10025,BAGNEUX LA FOSSE,10340
70567,VILLERS SUR SAULNOT,70400
36115,MENETOU SUR NAHON,36210
68329,STOSSWIHR,68140
54169,DOMPRIX,54490
28076,LA CHAPELLE FORAINVILLIERS,28500
26271,LA ROCHE DE GLUN,26600
54416,PANNES,54470
58049,CHALAUX,58140
80288,ESTREES DENIECOURT,80200
50533,ST PATRICE DE CLAIDS,50190
80593,LA NEUVILLE LES BRAY,80340
10006,ARCIS SUR AUBE,10700
88123,DAMBLAIN,88320
64533,TARDETS SORHOLUS,64470
15191,ST ILLIDE,15310
36086,HEUGNES,36180
73303,UGINE,73400
51558,SOULIERES,51130
62640,ORVILLE,62760
38522,VALJOUFFREY,38740
46301,SAUZET,46140
64215,ESPIUTE,64390
62354,FRENCQ,62630
71106,CHAROLLES,71120
28377,SOREL MOUSSEL,28260
02670,ST ALGIS,2260
12025,BELMONT SUR RANCE,12370
62840,VELU,62124
94038,L HAY LES ROSES,94240
26337,SAULCE SUR RHONE,26270
03258,ST REMY EN ROLLAT,3110
80368,FRIVILLE ESCARBOTIN,80130
67226,ITTENHEIM,67117
61018,AVERNES ST GOURGON,61470
39361,MONTMIREY LE CHATEAU,39290
68026,BENNWIHR,68126
11425,VILLEGAILHENC,11600
15222,SANSAC VEINAZES,15120
2A017,APPIETTO,20167
42335,VIRICELLES,42140
60144,CHAVENCON,60240
29247,ST EVARZEC,29170
89409,THAROISEAU,89450
41058,CONCRIERS,41370
02778,VENDRESSE BEAULNE,2160
72163,LIGRON,72270
04115,MEAILLES,4240
38342,ROISSARD,38650
05127,ROUSSET,5190
50070,BOUTTEVILLE,50480
26201,MONTGUERS,26170
31087,BRAGAYRAC,31470
63034,BEAUREGARD L EVEQUE,63116
89406,TALCY,89420
62399,HABARCQ,62123
41078,EPUISAY,41360
64322,LASSE,64220
77304,MONTENILS,77320
34148,MARAUSSAN,34370
67389,REICHSTETT,67116
21236,EBATY,21190
